ServiceMode
STAP-IS

Traveler
Number  Xcoord  Ycoord  SpeedMax
      15           0.0         0.0           50

Customer
Index  Xcoord  Ycoord  NeighborhoodRadius  DemandTime
     1     1647.0    -214.0           300.0                          15.0
     2    -1319.0     -56.0           300.0                          15.0
     3    -1567.0     164.0           300.0                          15.0
     4     -289.0    -203.0           300.0                          15.0
     5    -1857.0    -150.0           300.0                          15.0
     6    -3405.0     129.0           300.0                          15.0
     7     3557.0      79.0           300.0                          15.0
     8     -296.0    -216.0           300.0                          15.0
     9     2443.0     152.0           300.0                          15.0
    10      809.0     240.0           300.0                          15.0
    11     -122.0     216.0           300.0                          15.0
    12     -687.0    -206.0           300.0                          15.0
    13      -88.0     242.0           300.0                          15.0
    14     -447.0    -170.0           300.0                          15.0
    15    -2635.0      52.0           300.0                          15.0
