Instance: STAP-IM_Num15_S50_D10_ID2
OFV: 226.6666561810005
RunTime: 88.4505934715271
GurobiRunTime: 6.661962032318115
Visiting sequence:
10   0
10   1
12   0
12   1
14   0
14   1
6   0
6   1
7   0
7   1
15   0
15   1
1   0
1   1
4   0
4   1
11   0
11   1
2   0
2   1
3   0
3   1
9   0
9   1
8   0
13   0
13   1
8   1
5   0
5   1
Traveling path:
0.0     0.0
-805.4     2.2
-1375.1    -2.4
-1964.3     1.8
-2514.3    -1.6
-3135.4   -29.4
-3531.6  -283.7
-3531.7  -283.9
-3613.3  -291.7
-3613.5  -288.2
-3422.5    44.9
-3224.6    79.7
-3224.6    79.7
-2942.3   129.6
-2545.0   199.8
-2544.4   199.8
-2127.0   175.8
-1844.0   159.8
-1844.0   159.8
-1673.0   157.5
-1073.1   148.9
-973.5   147.2
-374.1   138.6
-9.7   133.1
589.9   124.5
1098.5   117.3
1596.6   161.5
1596.6   161.5
1097.4   111.3
1085.0   110.2
491.5    49.9
0.0     0.0
