Instance: STAP-IM_Num15_S50_D15_ID10
OFV: 280.397320615091
RunTime: 95.69572329521179
GurobiRunTime: 5.171658754348755
Visiting sequence:
12   0
12   1
1   0
1   1
7   0
7   1
10   0
10   1
9   0
9   1
15   0
15   1
8   0
8   1
6   0
6   1
2   0
2   1
14   0
14   1
4   0
4   1
11   0
11   1
13   0
13   1
3   0
3   1
5   0
5   1
Traveling path:
0.0     0.0
-499.2    94.5
-1088.2    91.5
-2092.8  -107.5
-2686.1  -142.7
-3416.9   -86.3
-3418.8   -22.0
-2665.8    82.1
-2268.3   136.1
-2266.3   136.0
-1969.7   145.2
-1595.2   156.7
-1006.3   174.7
-1006.1   174.9
-714.2   115.6
-552.8   127.9
-552.8   127.9
257.0   193.1
825.9    86.0
1112.4   -53.4
1446.5   108.0
1446.6   107.8
2011.3   -52.2
2758.0  -121.8
2758.0  -121.8
2010.5  -184.5
1568.5  -150.6
1235.7  -124.4
847.7   -95.0
843.7   -94.5
248.7   -27.9
0.0     0.0
