Instance: STAP-CS_Num15_S50_D20_ID9
OFV: 435.5705188256847
RunTime: 772.8482644557953
GurobiRunTime: 707.6827805042267
Visiting sequence:
1   0
1   1
13   0
13   1
14   0
14   1
8   0
8   1
7   0
7   1
6   0
6   1
5   0
5   1
12   0
12   1
10   1
10   0
15   0
15   1
11   0
11   1
9   0
9   1
3   0
3   1
4   1
4   0
2   0
2   1
Traveling path:
0.0     0.0
-1150.0     1.4
-1740.2    77.9
-1900.8   120.1
-2480.8   118.4
-2619.2    81.6
-3105.9   230.4
-3105.9   230.1
-3043.0    69.5
-2648.0   102.5
-2069.1    19.0
-1856.9   -63.0
-1361.4    37.6
-1361.6    37.6
-930.4  -216.7
1195.4  -110.3
1708.0   116.3
1707.9   116.5
2238.2    74.1
2238.3    73.9
2320.1  -109.7
2972.9   -59.7
3571.9   -30.9
3572.1   -31.1
3572.9    -1.7
2716.1    64.7
2185.9  -103.3
2185.9  -103.4
1589.5   -66.2
680.5    74.2
97.6    30.6
0.0     0.0
