Instance: STAP-CS_Num15_S50_D15_ID2
OFV: 302.719770408764
RunTime: 487.4097163677216
GurobiRunTime: 405.6043775081635
Visiting sequence:
10   1
10   0
11   1
11   0
4   1
4   0
14   0
14   1
6   0
6   1
7   0
7   1
15   0
15   1
1   1
1   0
12   1
12   0
2   1
2   0
3   1
3   0
9   0
9   1
13   0
13   1
8   0
8   1
5   0
5   1
Traveling path:
0.0     0.0
-792.1    68.3
-1377.7     5.7
-1568.1   -52.3
-2137.5  -241.1
-2137.6  -240.9
-2647.9   -19.6
-3134.1    -7.4
-3503.9   291.7
-3504.0   291.9
-3767.7  -241.4
-3640.4  -296.8
-3502.0   201.2
-3501.9   201.0
-3167.5   -79.8
-3004.5   -70.6
-2531.3   190.6
-2531.6   190.5
-1940.3   132.3
-1672.7   142.7
-1073.2   144.6
-973.8   141.0
-374.0   126.9
-10.0   122.7
589.7   132.5
1595.3   178.5
1682.4   -19.7
1682.3   -19.4
1094.1    85.1
1083.9    86.3
488.0    69.8
0.0     0.0
