Instance: STAP-IM_Num15_S50_D20_ID2
OFV: 254.483731615326
RunTime: 74.14292788505554
GurobiRunTime: 5.284836053848267
Visiting sequence:
5   0
5   1
8   0
13   0
13   1
8   1
9   0
9   1
3   0
3   1
2   0
2   1
12   0
4   0
4   1
12   1
14   0
6   0
14   1
7   0
6   1
7   1
15   0
15   1
1   0
1   1
11   0
11   1
10   0
10   1
Traveling path:
0.0     0.0
488.2    68.0
1084.0    87.5
1094.0    84.5
1634.5    43.3
1634.5    43.3
1093.2    69.8
588.6    89.6
-9.8   109.2
-374.2   120.2
-973.8   139.8
-1073.2   145.2
-1392.6  -144.4
-1942.6    80.8
-2514.4   222.6
-2514.4   222.6
-2539.4   100.4
-3136.0    34.3
-3503.5   291.7
-3634.2   223.4
-3697.3   292.3
-3697.4   292.1
-3698.4   292.4
-3167.2   -87.2
-3167.2   -87.2
-3003.6   -83.4
-2405.4   -68.7
-2144.8   -62.4
-1570.9   -43.6
-1355.6   -47.4
-817.7   -29.8
0.0     0.0
