Instance: STAP-CS_Num15_S50_D15_ID3
OFV: 333.6095079898699
RunTime: 349.8645694255829
GurobiRunTime: 264.7796454429626
Visiting sequence:
3   0
3   1
10   0
10   1
12   0
12   1
11   0
11   1
2   0
2   1
8   0
8   1
1   1
1   0
5   1
5   0
14   1
14   0
4   0
4   1
6   0
6   1
15   0
15   1
13   1
13   0
9   1
9   0
7   1
7   0
Traveling path:
0.0     0.0
1529.1    31.9
2046.5   244.6
2046.5   244.6
2370.5    -2.4
2816.5    75.4
3411.3   106.8
3411.2   106.7
2942.2  -131.5
2701.8  -123.8
2119.6   -12.6
2119.7   -12.6
1588.0   179.2
-491.0   186.8
-1055.3    46.0
-1222.7   -44.0
-1775.0  -102.1
-1931.0   -56.9
-2489.8  -102.1
-2489.7  -102.2
-2745.7  -253.0
-2745.7  -252.9
-2689.0   -23.1
-2607.0    -9.6
-2061.0  -126.9
-2061.1  -126.9
-1852.1   165.1
-1373.9   174.9
-779.2   236.8
-779.2   236.9
-206.0    60.1
0.0     0.0
