Instance: STAP-CS_Num15_S50_D20_ID7
OFV: 404.1458167898979
RunTime: 2353.344270706177
GurobiRunTime: 2131.801044940948
Visiting sequence:
5   0
5   1
11   0
11   1
13   1
13   0
9   1
9   0
10   1
10   0
8   1
8   0
6   1
6   0
15   1
15   0
2   1
2   0
7   1
7   0
1   1
1   0
14   0
14   1
3   0
3   1
12   0
12   1
4   0
4   1
Traveling path:
0.0     0.0
-350.4    89.6
-940.2   141.8
-1229.8   120.2
-1827.0    63.1
-2907.0   -63.1
-3504.7  -110.7
-3504.7  -110.7
-3571.6  -235.2
-3571.5  -235.3
-3700.8   225.5
-3700.8   225.5
-3435.0  -121.6
-3435.0  -121.6
-3441.3   270.9
-3441.3   270.8
-3138.3  -231.0
-3138.2  -231.0
-3161.9   155.1
-3162.0   155.1
-2830.2  -106.9
-1909.8     4.9
-1663.6   336.5
-1663.6   336.5
-1156.5   137.8
-645.5   168.2
-50.8   132.6
1248.8  -102.6
1272.3  -283.2
1272.2  -283.1
696.6  -123.7
0.0     0.0
