Instance: STAP-CS_Num15_S50_D10_ID3
OFV: 268.7074102556871
RunTime: 183.1247398853302
GurobiRunTime: 122.1916534900665
Visiting sequence:
3   0
3   1
10   0
10   1
11   0
11   1
12   0
12   1
2   0
2   1
8   0
8   1
1   1
1   0
5   1
5   0
14   1
14   0
15   0
15   1
6   0
6   1
4   0
4   1
13   1
13   0
9   1
9   0
7   1
7   0
Traveling path:
0.0     0.0
1529.1    31.9
1857.5  -260.6
1857.5  -260.6
2350.2  -173.3
2942.2  -151.7
2942.7  -120.8
2942.8  -120.7
2814.9    85.1
2645.5    61.2
2119.6   -12.6
2119.5   -12.8
1622.0    39.3
-531.2    38.0
-1030.3     7.1
-1238.4   -18.1
-1738.5   -22.4
-1920.6    -3.6
-2170.1  -269.0
-2185.0  -233.2
-2607.0    -9.9
-2689.0   -23.4
-2745.7  -252.9
-2745.7  -253.0
-2450.0    41.8
-2428.0    41.4
-1880.2    32.1
-1328.9    22.8
-824.6    14.3
-764.0    13.2
-228.7     3.9
0.0     0.0
