Instance: STAP-IM_Num15_S50_D20_ID1
OFV: 292.2092277886437
RunTime: 81.86994099617004
GurobiRunTime: 5.048271179199219
Visiting sequence:
10   0
10   1
11   0
11   1
2   0
2   1
9   0
9   1
13   0
13   1
1   0
1   1
5   0
5   1
15   0
15   1
7   0
7   1
14   0
14   1
12   0
12   1
8   0
8   1
6   0
6   1
3   0
3   1
4   0
4   1
Traveling path:
0.0     0.0
841.5   -50.2
1440.4   -49.3
1464.6   -47.7
1840.2   261.2
1840.2   261.2
2382.9    93.9
2950.1   111.1
3485.4   306.0
3485.2   306.0
3086.6    70.4
3086.6    70.5
2495.2    10.7
2464.8    12.0
2128.0   320.7
2127.9   320.7
1638.7    43.9
917.3   -70.3
324.6  -163.1
256.4  -173.9
-324.7  -125.3
-944.3    81.3
-1125.0  -105.4
-1125.1  -105.4
-1696.8  -203.6
-2846.2  -101.7
-2846.7   -42.8
-2002.3    47.8
-1404.6    60.4
-1404.6    60.3
-924.1  -133.9
0.0     0.0
