Instance: STAP-IM_Num15_S50_D10_ID5
OFV: 279.0746552826334
RunTime: 70.82704281806946
GurobiRunTime: 5.33650541305542
Visiting sequence:
14   0
14   1
5   0
5   1
15   0
15   1
10   0
10   1
9   0
9   1
1   0
1   1
8   0
8   1
6   0
6   1
3   0
3   1
12   0
12   1
2   0
2   1
7   0
7   1
13   0
13   1
11   0
11   1
4   0
4   1
Traveling path:
0.0     0.0
1039.3   -65.8
1539.5   -72.9
1786.5   -64.7
2370.9   -44.9
3465.2    -7.4
3465.1    11.6
1734.4    60.3
1225.2    77.0
1000.8    79.5
1000.8    79.5
900.2    81.3
307.9    93.4
242.2    95.3
-324.2    20.7
-414.5    20.7
-908.2   -59.7
-908.1   -59.8
-1329.8   169.0
-2876.2   -61.0
-2998.8   139.2
-2998.7   139.6
-2699.6    21.7
-2402.9    37.9
-2402.9    37.9
-1144.3   105.7
-673.4   130.8
-673.3   130.6
-673.3   130.6
-374.0    72.1
-374.0    72.1
0.0     0.0
