Instance: STAP-CS_Num15_S50_D20_ID1
OFV: 415.8325546570744
RunTime: 467.4044830799103
GurobiRunTime: 388.3493964672089
Visiting sequence:
10   1
10   0
11   1
11   0
5   1
5   0
1   1
1   0
13   1
13   0
9   1
9   0
2   1
2   0
15   1
15   0
7   0
7   1
14   0
14   1
4   0
4   1
8   0
8   1
6   0
6   1
3   0
3   1
12   0
12   1
Traveling path:
0.0     0.0
841.5   -50.2
1440.4   -49.3
1464.6   -47.7
1936.0   216.8
1936.0   216.9
2464.8    12.3
2495.2    11.0
3086.6    70.5
3086.6    70.4
3485.2   306.0
3485.4   306.0
2950.1   111.1
2382.9    93.9
2020.9   378.5
2020.9   378.4
1638.7    43.9
917.3   -70.3
324.6  -163.1
256.4  -173.9
-339.8  -209.3
-921.2  -188.0
-1227.7  -476.9
-1227.8  -477.0
-1696.8  -203.6
-2846.2  -101.7
-2846.7   -42.8
-2002.3    47.8
-1501.6   301.5
-1501.5   301.5
-932.0   133.5
0.0     0.0
