Instance: STAP-CS_Num15_S50_D10_ID7
OFV: 260.2419692776927
RunTime: 1411.294232368469
GurobiRunTime: 1248.817808151245
Visiting sequence:
4   0
12   0
12   1
4   1
3   0
3   1
14   1
14   0
1   1
1   0
7   1
7   0
2   1
2   0
6   0
6   1
15   0
15   1
9   0
9   1
8   0
8   1
10   1
10   0
13   1
13   0
11   1
11   0
5   1
5   0
Traveling path:
0.0     0.0
710.7   -71.8
1245.5  -125.8
1245.3  -128.2
708.4   -78.3
-112.2    -1.9
-610.1    43.8
-1157.2    93.0
-1404.4  -175.5
-1404.4  -175.5
-1892.2   -66.1
-2828.6  -124.3
-3162.0   155.1
-3161.9   155.1
-3420.7   245.1
-3420.7   245.1
-3458.7  -146.8
-3458.7  -146.9
-3530.3   106.1
-3530.3   106.1
-3611.0   202.0
-3611.0   201.9
-3700.8   225.5
-3700.8   225.5
-3207.0   202.0
-3207.0   202.0
-2905.2   -86.0
-1794.4   -41.9
-1253.4   -20.5
-888.2    -6.0
-388.2     2.5
0.0     0.0
