Instance: STAP-IM_Num15_S50_D15_ID1
OFV: 279.0983920531108
RunTime: 76.32676863670349
GurobiRunTime: 3.400084733963013
Visiting sequence:
10   0
10   1
15   0
15   1
5   0
5   1
9   0
9   1
13   0
13   1
1   0
1   1
2   0
2   1
11   0
11   1
7   0
7   1
14   0
14   1
12   0
12   1
8   0
8   1
6   0
6   1
3   0
3   1
4   0
4   1
Traveling path:
0.0     0.0
841.5   -50.2
1435.1    -8.9
1640.8    32.5
2127.9   320.7
2128.0   320.7
2463.8    49.7
2951.2    93.3
3147.8  -162.0
3147.6  -162.0
3091.4   -46.5
3091.4   -46.4
2524.5  -129.7
2238.8  -171.4
2007.1  -205.2
2006.8  -205.2
1515.4  -196.9
912.7  -186.9
327.1  -177.3
256.8  -176.3
-312.4   -94.2
-944.3    81.3
-1125.0  -105.4
-1125.1  -105.4
-1696.8  -203.6
-2846.2  -101.7
-2845.9   -51.7
-1996.8    14.6
-1404.6    61.0
-1403.6    61.0
-1018.4    44.3
0.0     0.0
