Instance: STAP-CS_Num15_S50_D10_ID8
OFV: 303.4606582534806
RunTime: 254.548416852951
GurobiRunTime: 171.3634822368622
Visiting sequence:
7   0
7   1
6   0
6   1
10   0
10   1
2   0
2   1
1   0
1   1
13   0
13   1
11   0
11   1
12   0
12   1
5   1
5   0
3   1
3   0
15   1
15   0
4   1
4   0
14   1
14   0
8   0
8   1
9   0
9   1
Traveling path:
0.0     0.0
2082.1   177.1
2614.8   222.4
2614.9   222.5
3075.0    26.6
3495.7    -1.8
3495.8     0.4
3360.0    10.5
2763.0    55.2
2763.0    55.2
2281.5   -79.9
1179.4   -78.6
606.9   -77.7
-861.0   -75.6
-1391.4   -74.8
-1391.5   -74.6
-1795.4   108.6
-2310.7   -58.4
-2553.5   146.0
-2553.5   146.0
-3073.3    98.8
-3183.2    89.0
-3182.2    50.0
-3120.0    47.7
-2636.4   174.9
-2636.3   174.9
-2348.7   -15.6
-2017.5   113.9
-1623.8   -54.4
-1623.8   -54.4
-1066.7   -35.6
0.0     0.0
