Instance: STAP-IM_Num15_S50_D20_ID3
OFV: 285.0911121832347
RunTime: 92.88473176956177
GurobiRunTime: 3.079102516174316
Visiting sequence:
3   0
3   1
2   0
2   1
11   0
11   1
12   0
12   1
10   0
10   1
8   0
8   1
7   0
7   1
9   0
9   1
13   0
13   1
14   0
14   1
4   0
4   1
6   0
6   1
15   0
15   1
5   0
5   1
1   0
1   1
Traveling path:
0.0     0.0
1529.1    31.9
2127.4     6.8
2127.5     7.0
2701.8  -123.8
2942.2  -131.2
3411.2   106.7
3411.3   106.8
2816.5    75.1
2370.6    -2.7
2184.1   225.5
2184.2   225.7
1588.0   173.7
-194.0   148.3
-788.7    87.9
-788.8    88.1
-1373.9   174.9
-1852.1   165.1
-1926.4   -38.8
-1926.3   -38.7
-2489.7  -102.4
-2489.9  -102.5
-2745.7  -253.0
-2745.9  -253.2
-2689.0   -23.1
-2607.0    -9.9
-2021.5   -39.8
-1776.3  -106.6
-1222.7   -44.0
-1055.3    46.0
-499.1   118.7
0.0     0.0
