Instance: STAP-CS_Num15_S50_D5_ID5
OFV: 264.0096300048123
RunTime: 233.3296098709106
GurobiRunTime: 177.7980749607086
Visiting sequence:
1   0
1   1
14   0
14   1
10   0
10   1
5   0
5   1
15   0
15   1
9   0
9   1
8   0
8   1
11   0
11   1
3   0
3   1
7   0
2   0
12   0
12   1
2   1
7   1
13   0
6   0
13   1
6   1
4   0
4   1
Traveling path:
0.0     0.0
335.9     2.3
874.1     2.3
1104.4     3.0
1469.6     3.0
1682.8     1.4
1682.8     1.4
1807.7     1.8
2354.3     1.8
3465.0     3.0
3465.0     3.0
1549.8   -20.4
1045.6   -28.7
178.9   -41.3
178.9   -41.3
-173.2   -46.0
-767.4   -50.8
-900.3   -56.1
-1152.3   -62.2
-2358.0  -124.9
-2642.4  -139.7
-2877.3   -54.5
-2873.1   -98.8
-2648.4   -93.2
-2360.0   -85.7
-1198.8   -57.2
-917.9   -48.8
-600.1   -41.3
-450.0   -38.6
-439.1   -36.6
-439.1   -36.6
0.0     0.0
