Instance: STAP-IM_Num15_S50_D5_ID7
OFV: 202.2090219360099
RunTime: 155.5519762039185
GurobiRunTime: 6.163632392883301
Visiting sequence:
4   0
4   1
12   0
12   1
3   0
3   1
5   0
5   1
14   0
14   1
11   0
11   1
15   0
15   1
10   0
10   1
6   0
6   1
9   0
9   1
8   0
8   1
2   0
2   1
13   0
13   1
7   0
7   1
1   0
1   1
Traveling path:
0.0     0.0
730.9   -28.3
1263.8   -48.9
1263.8   -48.9
1244.2  -144.1
-219.7   -86.1
-469.8   -87.3
-477.7   -87.6
-780.7  -101.5
-1282.0  -124.4
-1282.0  -124.4
-1706.6  -143.8
-1706.6  -143.8
-3084.9  -206.7
-3337.1  -229.1
-3337.5  -228.9
-3587.3  -228.6
-3589.5  -219.3
-3548.0  -205.2
-3548.0  -205.2
-3496.4    -5.9
-3440.0    -0.1
-3440.0    -0.1
-3091.9    35.1
-3091.9    35.1
-2945.2    52.0
-2945.2    52.0
-2896.1    47.3
-2896.1    47.3
-1911.8    31.2
-1312.6    21.4
0.0     0.0
