Instance: STAP-IM_Num15_S50_D5_ID10
OFV: 257.1097148286093
RunTime: 79.61423254013062
GurobiRunTime: 5.33933424949646
Visiting sequence:
8   0
8   1
1   0
1   1
7   0
7   1
10   0
9   0
10   1
9   1
15   0
15   1
6   0
6   1
12   0
12   1
2   0
2   1
14   0
4   0
14   1
4   1
11   0
11   1
13   0
13   1
3   0
3   1
5   0
5   1
Traveling path:
0.0     0.0
-627.9   -13.6
-1199.1   -22.9
-2113.7   -42.2
-2664.2   -51.2
-3416.0   -63.0
-3416.0   -63.0
-2733.0   -63.1
-2404.6   -63.3
-2140.9   -63.7
-1814.8   -66.3
-1542.9   -65.7
-1055.1   -65.7
-995.0   -63.8
-995.0   -63.8
-581.9   -62.1
-581.9   -62.1
427.7   -54.2
679.8   -56.3
1106.8   -65.7
1415.2   -75.8
1664.1   -82.9
2005.2   -95.3
2758.0  -118.1
2758.0  -118.1
2067.2  -111.7
1540.4  -107.4
1260.5  -104.3
850.4   -97.6
843.6   -95.7
248.8   -27.3
0.0     0.0
