Instance: STAP-CS_Num15_S50_D5_ID9
OFV: 275.2337810044333
RunTime: 181.0568571090698
GurobiRunTime: 102.8096973896027
Visiting sequence:
1   0
1   1
13   0
13   1
7   0
7   1
8   0
8   1
14   0
14   1
6   0
6   1
5   0
5   1
12   0
12   1
4   0
4   1
15   0
15   1
11   0
11   1
9   0
9   1
3   0
3   1
10   0
10   1
2   0
2   1
Traveling path:
0.0     0.0
-1150.0     0.8
-1750.0     2.0
-1956.0     9.5
-1956.0     9.5
-2071.8    12.2
-2631.5    25.9
-3042.1    37.6
-3042.1    37.6
-2609.2    13.8
-2609.2    13.8
-1790.9    39.4
-1376.4    52.1
-1321.8    53.6
-1321.8    53.6
1304.7   136.9
1669.7   148.9
1744.6   152.6
1998.5   166.1
1998.9   166.2
2233.1    79.1
2981.0    35.9
3569.4     2.2
3573.2     2.0
3573.0   -49.5
2627.4  -125.9
2242.3  -155.9
2240.1  -155.5
1671.0  -115.9
634.8   -44.6
112.8    -8.3
0.0     0.0
