Instance: STAP-IM_Num15_S50_D10_ID3
OFV: 252.0631347974843
RunTime: 81.23135924339294
GurobiRunTime: 4.79479193687439
Visiting sequence:
3   0
3   1
2   0
2   1
11   0
11   1
12   0
12   1
10   0
10   1
8   0
8   1
1   0
1   1
9   0
9   1
14   0
14   1
15   0
15   1
6   0
6   1
4   0
4   1
13   0
13   1
5   0
5   1
7   0
7   1
Traveling path:
0.0     0.0
1548.2   -67.7
2098.1   -94.7
2102.6   -94.4
2702.0  -112.8
2942.7  -120.2
2942.7  -120.2
2942.3  -120.4
2812.0   129.5
2310.0   132.5
1843.1   136.3
1590.6   138.8
1590.6   138.8
-491.7   167.2
-924.8   -80.5
-925.1   -79.4
-1362.8    99.8
-1929.9   -53.0
-2429.4  -186.9
-2488.7  -202.7
-2557.7  -131.7
-2687.9  -113.6
-2701.7    26.8
-2450.1    39.6
-2450.1    39.6
-2427.2    39.7
-1881.3    29.6
-1699.1    26.1
-1268.0    19.1
-763.1    11.3
-228.8     3.7
0.0     0.0
