Instance: STAP-CS_Num15_S50_D10_ID5
OFV: 293.4198894321413
RunTime: 197.098819732666
GurobiRunTime: 133.797039270401
Visiting sequence:
14   0
14   1
10   0
10   1
15   0
15   1
5   0
5   1
9   0
9   1
1   0
1   1
8   0
8   1
4   0
4   1
6   0
6   1
13   0
13   1
7   0
7   1
12   0
12   1
2   0
2   1
3   0
3   1
11   0
11   1
Traveling path:
0.0     0.0
1036.2   -70.4
1536.4   -68.3
1536.3   -68.6
1783.6   197.6
3466.4    32.4
3465.1     8.5
2340.8    28.0
1841.5    58.7
1590.3    84.9
1001.5    75.9
896.0    62.1
344.0   -12.9
185.0   -33.6
185.0   -33.6
130.6   -41.2
-385.3    59.2
-399.5    61.6
-609.2  -145.5
-609.4  -145.2
-1198.7   -54.1
-2381.8    -2.9
-2910.8    41.5
-2911.1    41.3
-2999.3   139.6
-2999.3   139.5
-2644.8  -114.0
-1297.9    72.1
-800.3    23.6
-753.7     7.6
-188.2    12.8
0.0     0.0
