Instance: STAP-IM_Num15_S50_D5_ID4
OFV: 262.7860385133737
RunTime: 75.61357593536377
GurobiRunTime: 5.92918062210083
Visiting sequence:
2   0
2   1
5   0
5   1
1   0
1   1
8   0
8   1
4   0
4   1
3   0
3   1
7   0
10   0
7   1
10   1
14   0
15   0
14   1
15   1
11   0
11   1
13   0
13   1
6   0
6   1
12   0
12   1
9   0
9   1
Traveling path:
0.0     0.0
523.4    -4.6
935.3    -9.6
1726.1   -17.3
2134.5   -22.3
3583.0   -39.5
3583.0   -42.0
2874.7   -41.8
2343.3   -41.8
1131.6   -41.6
700.4   -41.6
6.0   -42.1
-149.3   -43.4
-1193.9   -57.4
-1477.3   -69.4
-1757.8   -69.2
-2008.7   -69.2
-2080.2   -68.4
-2332.9   -67.4
-2659.1   -66.0
-2733.5   -65.3
-2734.6   -65.2
-2734.6   -65.2
-2226.2   -40.0
-2226.2   -40.0
-2184.9   -37.7
-2184.9   -37.7
-2090.0   -32.0
-2090.0   -32.0
-1394.8   -18.5
-1394.8   -18.5
0.0     0.0
