Instance: STAP-IM_Num15_S50_D5_ID8
OFV: 277.287279735667
RunTime: 73.65407633781433
GurobiRunTime: 5.24397873878479
Visiting sequence:
7   0
1   0
7   1
1   1
10   0
10   1
6   0
2   0
2   1
6   1
13   0
13   1
12   0
12   1
8   0
8   1
5   0
3   0
5   1
3   1
15   0
15   1
4   0
14   0
4   1
14   1
9   0
11   0
9   1
11   1
Traveling path:
0.0     0.0
2067.6    -2.9
2317.7    -5.1
2650.7   -10.3
2821.8   -13.6
3495.0   -22.0
3495.0   -22.0
3080.0   -28.0
2763.2   -30.7
2763.2   -30.7
2480.2   -37.8
1170.2   -53.2
615.8   -53.2
-1368.6   -63.6
-1650.3   -64.2
-1650.9   -64.1
-1900.6   -29.1
-2334.4    -4.2
-2501.5     5.4
-2839.1    24.8
-3093.0    39.5
-3182.5    44.8
-3182.8    84.1
-3101.7    90.2
-2803.1   118.6
-2581.1   109.2
-2433.0   103.0
-1649.0    69.7
-1426.0    59.9
-1049.8    44.2
-827.6    34.4
0.0     0.0
