Instance: STAP-IM_Num15_S50_D15_ID7
OFV: 227.3741637255138
RunTime: 215.4963266849518
GurobiRunTime: 10.24047112464905
Visiting sequence:
4   0
4   1
12   0
12   1
5   0
5   1
14   0
14   1
13   0
13   1
15   0
15   1
10   0
10   1
9   0
9   1
8   0
8   1
6   0
6   1
2   0
2   1
7   0
7   1
1   0
1   1
11   0
11   1
3   0
3   1
Traveling path:
0.0     0.0
696.6  -123.5
1263.7   -48.8
1263.8   -48.9
1247.2  -112.6
-344.2   120.6
-940.6   147.7
-1156.4   135.9
-1753.7    83.0
-2907.3   -61.0
-2935.5    33.9
-2935.6    34.0
-3337.5  -228.9
-3337.6  -229.0
-3571.7  -235.2
-3571.7  -235.3
-3611.2   202.1
-3611.1   202.0
-3432.3  -100.9
-3420.1  -102.2
-3392.0   -53.4
-3079.0   -50.8
-3079.0   -50.8
-2843.1   -48.9
-2843.1   -48.9
-1901.8   -36.6
-1317.8   -17.5
-1251.8   -16.8
-1251.8   -16.8
-571.6   -11.8
-112.5    -2.4
0.0     0.0
