Instance: STAP-CS_Num15_S50_D10_ID9
OFV: 294.1536906644279
RunTime: 225.6456778049469
GurobiRunTime: 157.5830597877502
Visiting sequence:
1   0
1   1
13   0
13   1
14   0
14   1
8   0
8   1
7   0
7   1
6   0
6   1
5   0
5   1
12   0
12   1
10   1
10   0
3   1
3   0
11   1
11   0
9   1
9   0
15   1
15   0
4   0
4   1
2   0
2   1
Traveling path:
0.0     0.0
-1152.8    43.0
-1743.4    64.7
-1918.2    71.1
-2472.4    92.0
-2623.9    97.5
-3105.9   230.4
-3105.9   230.1
-3042.6    25.4
-2619.7    -2.4
-2097.9   -37.1
-1853.0   -53.4
-1361.4    37.6
-1361.6    37.6
-930.5  -215.4
1236.7  -247.6
1748.8  -255.0
1749.4  -254.7
2240.3  -155.0
2240.8  -154.8
2709.2    19.9
2976.0    11.9
3570.3    -5.2
3572.6    -5.4
3572.5   -42.8
2320.5  -115.8
1998.3   166.1
1998.5   166.1
1586.5   -94.2
639.1   -37.9
112.0    -6.6
0.0     0.0
