Instance: STAP-CS_Num15_S50_D15_ID4
OFV: 363.347991698758
RunTime: 799.3377594947815
GurobiRunTime: 729.567795753479
Visiting sequence:
4   0
4   1
8   0
8   1
1   0
1   1
5   0
5   1
2   0
2   1
3   0
3   1
7   0
7   1
12   1
12   0
14   1
14   0
15   1
15   0
11   1
11   0
13   1
13   0
6   1
6   0
10   1
10   0
9   0
9   1
Traveling path:
0.0     0.0
620.8   113.3
1209.9   106.7
2315.1  -120.7
2907.2  -148.5
3584.8   -74.5
3585.3    -5.0
2230.7   163.0
1633.0   202.8
1032.0   208.2
432.3   224.2
225.7   233.5
-370.8   203.0
-1181.2    83.0
-1577.6  -244.0
-1577.7  -243.9
-2070.0  -139.7
-2070.1  -139.6
-2234.0   121.4
-2234.1   121.5
-2734.4   -64.5
-2734.5   -64.5
-2784.1   143.0
-2784.2   143.1
-2569.6   398.1
-2569.5   398.1
-2134.2   104.6
-2041.8    96.4
-1444.2    96.4
-1444.1    96.2
-1389.3   -63.2
0.0     0.0
