Instance: STAP-CS_Num15_S50_D10_ID1
OFV: 275.8306928951382
RunTime: 188.1292159557343
GurobiRunTime: 124.4433572292328
Visiting sequence:
7   0
7   1
11   0
11   1
5   0
5   1
9   0
9   1
1   0
13   0
13   1
1   1
2   0
2   1
15   0
15   1
10   0
10   1
14   0
14   1
4   0
4   1
8   0
8   1
6   0
6   1
3   0
3   1
12   0
12   1
Traveling path:
0.0     0.0
348.2     7.9
887.9    20.1
1470.6    33.7
1935.7   217.0
1936.2   217.1
2433.0   157.9
2950.3   134.1
3042.7   -96.9
3091.5   -45.8
3091.0   -44.7
3083.3    38.0
2502.2    65.1
2382.7    70.9
2020.9   378.5
2020.9   378.4
1636.1    65.9
1417.9    47.4
848.6    -1.1
210.8   -55.4
-315.0  -100.1
-922.1  -151.9
-1228.4  -476.9
-1228.3  -477.4
-1692.2  -288.5
-2848.2  -118.4
-2845.0   -70.1
-1972.0   -54.9
-1431.5   -45.5
-1431.4   -45.5
-946.3    75.5
0.0     0.0
