Instance: STAP-IM_Num15_S50_D15_ID3
OFV: 267.8311279197708
RunTime: 91.67436075210571
GurobiRunTime: 3.063699960708618
Visiting sequence:
3   0
3   1
2   0
2   1
11   0
11   1
12   0
12   1
10   0
10   1
8   0
8   1
7   0
7   1
9   0
9   1
13   0
13   1
15   0
15   1
6   0
6   1
4   0
4   1
14   0
14   1
5   0
5   1
1   0
1   1
Traveling path:
0.0     0.0
1529.1    31.9
2127.4     6.8
2127.4     6.7
2701.8  -123.5
2942.2  -131.2
2942.7  -120.5
2942.5  -120.6
2816.2    76.9
2308.1   134.9
2184.4   225.3
2184.2   225.4
1589.3   206.2
-194.0   148.3
-788.8    88.2
-788.8    88.1
-1373.9   174.9
-1852.1   165.1
-2061.1  -126.9
-2061.0  -126.9
-2606.9   -10.2
-2689.0   -23.4
-2745.7  -252.9
-2745.7  -253.0
-2489.7  -102.2
-2489.7  -102.4
-1945.2   -95.7
-1772.2   -93.1
-1204.5   -84.9
-896.1   -93.0
-590.4   -35.1
0.0     0.0
