Instance: STAP-CS_Num15_S50_D5_ID8
OFV: 277.459225495501
RunTime: 211.9758491516113
GurobiRunTime: 131.1451282501221
Visiting sequence:
13   0
13   1
1   0
1   1
10   0
10   1
6   0
2   0
2   1
6   1
7   0
7   1
9   0
9   1
8   0
8   1
14   0
4   0
14   1
4   1
15   0
15   1
3   0
3   1
5   0
5   1
12   0
12   1
11   0
11   1
Traveling path:
0.0     0.0
642.0    -3.6
1145.8    -6.5
2312.4   -13.3
2823.4   -16.2
3495.0   -20.2
3495.0   -22.0
3080.0   -28.0
2763.2   -30.7
2763.2   -30.7
2480.0   -28.0
2070.2   -13.6
2070.2   -13.6
-1059.2   -11.6
-1640.9    -3.3
-1939.5     0.7
-1939.5     0.7
-2358.9     7.7
-2545.2    24.6
-2878.7    39.7
-3119.7    48.6
-3182.2    51.0
-3182.6    42.4
-3093.6    36.5
-2500.9    -1.7
-2329.7   -12.8
-2329.7   -12.8
-1663.2   -56.9
-1391.8   -74.7
-1391.4   -74.8
-847.1   -45.5
0.0     0.0
