Instance: STAP-CS_Num15_S50_D20_ID2
OFV: 377.7822890089489
RunTime: 708.177827835083
GurobiRunTime: 640.5553016662598
Visiting sequence:
5   0
5   1
8   0
8   1
13   0
13   1
9   0
9   1
2   0
2   1
12   0
12   1
1   0
1   1
14   0
14   1
6   0
6   1
7   0
7   1
15   0
15   1
4   0
4   1
11   0
11   1
10   0
10   1
3   0
3   1
Traveling path:
0.0     0.0
488.0    69.8
1083.9    86.3
1094.1    85.1
1682.3   -19.4
1682.4   -19.7
1595.3   178.5
589.7   132.5
-9.9   125.1
-1073.1   148.3
-1672.7   142.7
-1940.3   132.3
-2413.7  -124.6
-2413.4  -124.5
-3004.2   -31.9
-3134.8   -22.1
-3503.9   291.7
-3504.0   291.9
-3621.8  -291.3
-3622.1  -291.3
-3502.0   201.2
-3501.9   201.0
-3167.6   -78.0
-2647.4   -45.4
-2065.5    74.1
-2065.4    73.9
-1568.3   -51.7
-1377.9     6.3
-792.1    68.3
-389.9    33.6
-389.9    33.6
0.0     0.0
