Instance: STAP-IM_Num15_S50_D20_ID6
OFV: 327.9489574751587
RunTime: 80.38114500045776
GurobiRunTime: 3.566064357757568
Visiting sequence:
1   0
1   1
7   0
7   1
9   0
9   1
10   0
10   1
13   0
13   1
8   0
8   1
11   0
11   1
14   0
14   1
2   0
2   1
6   0
6   1
15   0
15   1
5   0
5   1
3   0
3   1
12   0
12   1
4   0
4   1
Traveling path:
0.0     0.0
1349.5  -175.5
1943.5  -168.5
3260.5    33.5
3257.5    96.5
2741.9   126.6
2143.2   161.8
1108.5   222.5
582.6    43.1
203.6   171.5
176.6   100.6
-87.4    -0.4
-384.6    70.6
-384.5    70.8
-408.6   127.4
-408.8   127.6
-744.4  -130.8
-1021.5   -94.9
-1617.8   -29.6
-3106.2   102.3
-3108.9    81.0
-2935.0    52.9
-2349.9   -41.5
-2147.3   -74.4
-1866.8   149.8
-1866.7   149.9
-1290.4    47.8
-963.6   -89.8
-492.9    22.8
-487.3    22.1
-71.1     3.2
0.0     0.0
