Instance: STAP-CS_Num15_S50_D5_ID2
OFV: 216.6717494185918
RunTime: 199.1572377681732
GurobiRunTime: 119.7885036468506
Visiting sequence:
9   0
5   0
5   1
9   1
8   0
13   0
13   1
8   1
3   0
3   1
10   0
10   1
2   0
2   1
12   0
12   1
1   0
1   1
14   0
14   1
6   0
6   1
15   0
7   0
7   1
15   1
4   0
4   1
11   0
11   1
Traveling path:
0.0     0.0
14.0     1.4
491.6    49.3
491.6    49.3
584.2    60.5
1097.8   113.7
1596.3   163.9
1595.4   206.6
1144.9   228.7
-430.5   305.2
-899.6   327.8
-902.6   327.5
-902.6   327.5
-1116.3   310.3
-1651.1   267.5
-1965.7   241.6
-2531.0   192.9
-2534.3   192.7
-2930.6   143.8
-3156.8   114.8
-3205.2   194.1
-3329.5   135.7
-3356.8   182.2
-3356.7   182.0
-3501.8   201.0
-3418.4   -23.0
-3170.2   -53.0
-2646.0     7.3
-2065.5    74.1
-2065.0    74.3
-1630.3    58.7
0.0     0.0
