Instance: STAP-IM_Num15_S50_D20_ID10
OFV: 300.3762735589692
RunTime: 83.94594693183899
GurobiRunTime: 3.955219507217407
Visiting sequence:
6   0
6   1
15   0
15   1
10   0
10   1
7   0
7   1
1   0
1   1
9   0
9   1
8   0
8   1
12   0
12   1
2   0
2   1
3   0
3   1
4   0
4   1
11   0
11   1
13   0
13   1
14   0
14   1
5   0
5   1
Traveling path:
0.0     0.0
-552.8   127.9
-1035.8   -35.5
-1036.2   -35.7
-1550.8   -54.1
-2139.3   -74.7
-2735.3   -80.2
-3416.1   -68.5
-3416.0   -67.9
-2673.9   -78.3
-2291.7   118.5
-2291.7   118.8
-1860.9    47.2
-1208.0   -61.1
-671.4    69.2
-507.8    60.0
-494.0   151.2
262.6   154.3
777.5    14.6
777.4    14.6
1351.4    51.1
1419.7    35.5
2011.3   -52.2
2758.7  -102.8
2760.3   -86.3
2102.4    -5.2
1677.3  -237.5
1677.4  -237.5
1083.7  -153.2
841.6  -118.9
247.5   -35.2
0.0     0.0
