Instance: STAP-IM_Num15_S50_D15_ID5
OFV: 293.7684237368603
RunTime: 52.62248110771179
GurobiRunTime: 3.664190769195557
Visiting sequence:
14   0
14   1
10   0
10   1
15   0
15   1
5   0
5   1
9   0
9   1
1   0
1   1
8   0
8   1
4   0
4   1
6   0
6   1
3   0
3   1
7   0
7   1
12   0
12   1
2   0
2   1
13   0
13   1
11   0
11   1
Traveling path:
0.0     0.0
992.0  -180.7
1235.7    60.6
1235.6    60.3
1783.6   197.6
3466.4    32.4
3465.5   -13.6
2377.0   -73.1
1788.2   -56.9
1543.8   -29.7
1015.5    28.9
890.6    43.2
306.2   108.6
245.1   115.3
140.1   -80.6
140.4   -80.5
-421.3     5.2
-422.0     5.3
-908.2   -59.7
-908.1   -59.8
-1326.9   152.7
-2364.0   -60.3
-2919.9  -266.3
-2919.9  -266.0
-2878.0   -50.7
-2677.4   -13.6
-2664.8   -40.2
-1155.0    89.3
-673.4   130.8
-673.3   130.6
-199.1    38.8
0.0     0.0
