Instance: STAP-CS_Num15_S50_D5_ID6
OFV: 266.6241786946006
RunTime: 201.9551568031311
GurobiRunTime: 162.6113319396973
Visiting sequence:
1   0
1   1
7   0
7   1
9   0
9   1
10   0
10   1
13   0
13   1
11   0
11   1
3   0
3   1
6   0
6   1
15   0
15   1
5   0
5   1
2   0
2   1
12   0
12   1
14   0
14   1
8   0
8   1
4   0
4   1
Traveling path:
0.0     0.0
1477.8    33.7
1804.9    41.1
3257.0    74.1
3257.0    74.1
2730.8    67.3
2157.4    60.2
1037.8    45.9
585.5    39.9
128.4    34.3
-81.3   -57.9
-107.9   -83.7
-340.1    10.0
-1290.8    46.9
-1851.5    68.7
-3105.2   117.3
-3105.2   119.2
-2928.7   112.9
-2337.8    93.0
-1652.8    69.8
-1652.8    69.8
-1592.3    67.8
-1037.8    48.5
-855.7    42.1
-608.2    83.5
-607.5    83.5
-607.5    83.5
-460.6    34.8
-377.2    72.8
-363.7    87.6
-75.1     7.4
0.0     0.0
