Instance: STAP-IM_Num15_S50_D15_ID2
OFV: 236.4589984034802
RunTime: 92.104336977005
GurobiRunTime: 4.465031862258911
Visiting sequence:
10   0
10   1
12   0
12   1
14   0
14   1
7   0
7   1
6   0
6   1
15   0
15   1
1   0
1   1
4   0
4   1
11   0
11   1
2   0
2   1
3   0
3   1
9   0
9   1
13   0
13   1
8   0
8   1
5   0
5   1
Traveling path:
0.0     0.0
-792.1    68.3
-1390.9   100.7
-1940.1   113.3
-2538.5    90.0
-3135.5    30.0
-3569.4  -267.7
-3569.3  -267.6
-3422.5    44.9
-3306.5    65.3
-3306.5    65.3
-3224.6    79.7
-3224.6    79.7
-2942.3   129.6
-2545.0   199.8
-2544.4   199.8
-2066.4    76.4
-2063.6    75.6
-1561.4   -78.5
-1561.4   -78.5
-1139.5   -33.4
-938.3   -12.0
-385.7    47.0
-8.3    87.2
589.7   132.5
1595.3   178.2
1596.4   162.6
1097.8   113.7
1097.8   113.7
1085.0   112.0
491.3    51.1
0.0     0.0
