Instance: STAP-IM_Num15_S50_D5_ID3
OFV: 237.9808060979593
RunTime: 100.0735061168671
GurobiRunTime: 4.527706623077393
Visiting sequence:
8   0
8   1
2   0
2   1
12   0
12   1
11   0
11   1
10   0
10   1
3   0
3   1
1   0
1   1
5   0
5   1
14   0
14   1
15   0
15   1
6   0
6   1
4   0
4   1
13   0
13   1
9   0
9   1
7   0
7   1
Traveling path:
0.0     0.0
1655.3   -11.4
2118.3   -14.2
2119.1   -14.1
2645.9    60.7
2815.1    84.2
2942.3  -120.4
2942.7  -120.2
2942.0  -136.1
2366.0  -126.9
1781.8  -117.3
1571.7  -116.2
1571.7  -116.2
-662.7   -83.2
-913.7   -85.8
-1200.6   -96.6
-1778.9  -116.7
-1959.2  -123.0
-1959.2  -123.0
-2060.2  -125.6
-2551.2  -140.7
-2688.6  -118.4
-2685.1   -64.6
-2469.7   -59.8
-2469.7   -59.8
-2359.7   -57.4
-1934.7   -47.9
-1286.1   -31.1
-851.7   -20.5
-746.8   -17.5
-234.2    -6.0
0.0     0.0
