Instance: STAP-CS_Num15_S50_D15_ID1
OFV: 340.8325543152761
RunTime: 264.8683228492737
GurobiRunTime: 193.5506072044373
Visiting sequence:
12   1
12   0
3   1
3   0
6   1
6   0
8   1
8   0
4   1
4   0
14   1
14   0
7   0
7   1
15   0
15   1
2   0
2   1
9   0
9   1
13   0
13   1
1   0
1   1
5   0
5   1
11   0
11   1
10   0
10   1
Traveling path:
0.0     0.0
-932.0   133.5
-1431.4   -45.5
-1431.5   -45.5
-2002.3    47.8
-2846.7   -42.8
-2846.2  -101.7
-1696.8  -203.6
-1391.3    69.9
-1391.2    70.0
-921.2  -187.7
-339.8  -209.0
256.4  -173.9
324.6  -163.1
917.3   -69.9
1638.7    44.3
2020.9   378.4
2020.9   378.5
2382.9    93.9
2950.1   111.1
3485.4   306.0
3485.2   306.0
3091.4   -46.5
3091.4   -46.4
2495.2    10.7
2464.8    12.0
1993.0  -222.8
1993.0  -222.9
1464.6   -47.7
1440.4   -49.3
841.5   -50.2
0.0     0.0
