Instance: STAP-IM_Num15_S50_D5_ID5
OFV: 264.0493854060697
RunTime: 68.05722546577454
GurobiRunTime: 5.739214658737183
Visiting sequence:
14   0
14   1
10   0
10   1
9   0
9   1
15   0
15   1
5   0
5   1
1   0
1   1
8   0
8   1
11   0
11   1
3   0
3   1
7   0
12   0
7   1
12   1
2   0
2   1
13   0
6   0
13   1
6   1
4   0
4   1
Traveling path:
0.0     0.0
1117.3    12.4
1117.3    12.4
1273.7    14.0
1509.2   -72.0
1509.3   -72.0
1509.3   -72.0
3465.2    -6.8
3465.2    -6.8
2370.4   -42.9
1787.1   -62.0
798.1   -94.6
427.3  -106.7
83.5  -118.1
-171.8  -126.5
-172.2  -126.4
-769.7   -75.9
-916.2   -63.3
-1166.2   -55.8
-2360.0   -85.1
-2873.1   -97.7
-2957.7  -133.0
-2873.4   -89.1
-2652.2   -77.4
-2652.2   -77.4
-1193.2    -8.5
-954.2     5.7
-611.8    19.8
-410.8    29.2
-407.1    29.6
-407.1    29.6
0.0     0.0
