Instance: STAP-CS_Num15_S50_D5_ID3
OFV: 239.4968561834711
RunTime: 219.7773365974426
GurobiRunTime: 139.6128606796265
Visiting sequence:
3   0
3   1
10   0
10   1
2   0
2   1
12   0
12   1
11   0
11   1
8   0
8   1
7   0
7   1
9   0
9   1
13   0
13   1
4   0
4   1
6   0
6   1
15   0
15   1
14   0
14   1
5   0
5   1
1   0
1   1
Traveling path:
0.0     0.0
1537.7   109.7
2107.1   150.5
2281.9   163.3
2281.9   163.3
2287.2   163.2
2584.6   124.0
2813.8    93.9
2942.3  -120.4
2942.7  -120.2
2942.7  -120.2
1963.3  -112.4
1808.0  -111.1
-312.3   -94.8
-679.5   -91.7
-944.6   -89.7
-1195.6   -93.3
-2046.3  -121.8
-2234.4  -129.5
-2518.1  -143.3
-2742.6  -252.9
-2744.8  -251.7
-2685.0   -67.1
-2592.6   -64.4
-2592.6   -64.4
-2505.4   -62.4
-1929.2   -50.6
-1752.7   -46.8
-1229.7   -31.8
-999.6   -27.6
-571.2   -16.2
0.0     0.0
