Instance: STAP-IM_Num15_S50_D5_ID9
OFV: 274.9875259506865
RunTime: 72.96977019309998
GurobiRunTime: 3.145984172821045
Visiting sequence:
1   0
1   1
13   0
13   1
7   0
7   1
14   0
8   0
8   1
14   1
6   0
6   1
5   0
5   1
12   0
12   1
4   0
4   1
15   0
15   1
11   0
11   1
9   0
9   1
3   0
3   1
10   0
10   1
2   0
2   1
Traveling path:
0.0     0.0
-1151.0   -22.5
-1747.4   -37.2
-2000.7   -35.9
-2000.7   -35.9
-2096.9   -35.6
-2601.1   -35.6
-2611.6   -35.2
-3043.8    12.1
-3042.0    48.2
-2613.0    52.9
-1765.4    62.5
-1393.4    66.3
-1234.9    68.0
-1234.9    68.0
1282.9   117.1
1699.2   124.8
1701.4   124.5
1701.4   124.5
2220.6    90.9
2220.6    90.9
2982.2    40.6
3569.4     2.2
3573.2     2.0
3573.0   -49.5
2628.3  -125.0
2242.3  -155.9
2240.1  -155.5
1671.0  -115.9
634.8   -44.6
112.8    -8.3
0.0     0.0
