Instance: STAP-IM_Num15_S50_D10_ID10
OFV: 267.5366868140442
RunTime: 80.25666785240173
GurobiRunTime: 5.122348785400391
Visiting sequence:
12   0
12   1
1   0
1   1
7   0
7   1
10   0
10   1
9   0
9   1
15   0
15   1
8   0
8   1
6   0
6   1
2   0
2   1
3   0
3   1
4   0
4   1
11   0
11   1
13   0
13   1
14   0
14   1
5   0
5   1
Traveling path:
0.0     0.0
-538.0    -6.3
-1046.1   -12.6
-2122.4   -24.6
-2654.4   -30.0
-3417.0   -38.5
-3417.0   -38.5
-2672.0    74.5
-2268.3   136.1
-2266.3   136.0
-1945.4   130.8
-1598.5   126.2
-999.1   116.4
-710.5   112.3
-710.5   112.3
-557.9   108.9
-557.9   108.9
282.7    93.2
776.6    13.7
777.8    13.5
1325.9   -19.1
1412.1   -24.6
2010.8   -59.0
2758.5  -105.8
2758.5  -105.8
2084.9   -74.0
1517.9   -53.1
1122.2   -35.0
1122.2   -35.0
839.2   -27.3
253.0    -8.1
0.0     0.0
