Instance: STAP-IM_Num15_S50_D20_ID9
OFV: 315.2438573097266
RunTime: 76.49121141433716
GurobiRunTime: 5.729071855545044
Visiting sequence:
5   0
5   1
6   0
6   1
13   0
13   1
14   0
14   1
8   0
8   1
7   0
7   1
1   0
1   1
12   0
12   1
10   0
10   1
15   0
15   1
9   0
9   1
11   0
11   1
3   0
3   1
4   0
4   1
2   0
2   1
Traveling path:
0.0     0.0
-935.2  -176.5
-1361.6    37.6
-1361.4    37.6
-1834.6   -17.3
-1933.7    41.8
-2480.8   118.4
-2619.2    81.6
-3105.0   231.2
-3104.0   227.6
-3043.0    69.5
-2647.9   101.3
-2051.6    87.2
-1746.6    47.2
-1150.3   -11.5
1204.6  -170.3
1749.1  -254.5
1749.4  -254.7
2257.3   -96.1
2317.4   -86.6
2320.5  -115.2
3572.5   -42.2
3572.8   -47.1
3571.8   -46.8
2974.0   -71.9
2662.3   -84.7
2186.7  -104.2
2185.9  -104.0
1588.2   -75.9
643.2   -31.1
111.5    -5.5
0.0     0.0
