Instance: STAP-CS_Num15_S50_D10_ID10
OFV: 277.9210223262376
RunTime: 251.9265244007111
GurobiRunTime: 176.0932219028473
Visiting sequence:
6   0
6   1
15   0
15   1
1   0
1   1
7   0
7   1
10   0
10   1
9   0
9   1
8   0
8   1
12   0
12   1
2   0
2   1
3   0
3   1
4   0
4   1
11   0
11   1
13   0
13   1
14   0
14   1
5   0
5   1
Traveling path:
0.0     0.0
-560.4   101.0
-1036.0   -35.3
-1036.0   -35.4
-1558.8   -41.0
-2111.8   -46.7
-2664.6   -52.3
-3416.0   -59.9
-3416.0   -59.6
-2730.9   -51.7
-2267.3   135.4
-2267.4   135.4
-1813.5   -74.2
-1211.8   -98.0
-1212.0  -110.6
-968.7   -93.9
-501.4    83.7
283.2    92.1
777.3    14.4
777.5    14.3
1326.1   -18.5
1412.1   -23.4
2010.7   -59.6
2758.5  -104.9
2760.3   -85.7
2102.7    -3.3
1677.3  -237.5
1677.4  -237.5
1083.7  -153.5
841.6  -119.2
247.5   -35.2
0.0     0.0
