Instance: STAP-CS_Num15_S50_D10_ID2
OFV: 240.985898145048
RunTime: 177.7574865818024
GurobiRunTime: 94.15435266494751
Visiting sequence:
9   0
9   1
8   0
13   0
13   1
8   1
5   0
5   1
3   0
3   1
10   0
10   1
2   0
2   1
12   0
12   1
14   0
14   1
6   0
6   1
7   0
7   1
15   0
15   1
1   0
1   1
4   0
4   1
11   0
11   1
Traveling path:
0.0     0.0
14.0     1.4
584.0    59.3
1097.4   111.3
1596.5   161.9
1595.1   201.1
1136.0   214.8
1066.0   217.1
511.0   234.1
-404.7   262.1
-900.8   326.4
-901.6   326.7
-901.6   326.7
-1110.8   300.7
-1663.7   229.1
-1948.8   192.3
-2540.0   115.7
-3136.5    38.5
-3503.9   291.7
-3504.0   291.9
-3696.9   292.3
-3697.2   292.3
-3502.0   201.2
-3501.9   201.0
-3169.3   -60.3
-3004.7   -40.5
-3004.7   -40.5
-2646.4     3.6
-2065.5    74.1
-2065.4    73.9
-1576.0   -29.7
0.0     0.0
