Instance: STAP-CS_Num15_S50_D15_ID8
OFV: 369.7624599088497
RunTime: 323.064594745636
GurobiRunTime: 224.8274624347687
Visiting sequence:
7   1
7   0
6   1
6   0
10   1
10   0
2   1
2   0
1   1
1   0
13   1
13   0
11   0
11   1
12   0
12   1
5   0
5   1
3   0
3   1
15   0
15   1
4   0
4   1
14   0
14   1
8   0
8   1
9   0
9   1
Traveling path:
0.0     0.0
2060.1    55.7
2614.8   222.4
2614.9   222.5
3080.0   -26.2
3495.0   -23.8
3495.3    -7.9
3359.7    -1.4
2864.0  -214.2
2864.0  -214.2
2267.0  -171.4
1193.0  -168.6
595.0  -133.7
-828.0    30.7
-1391.6   -74.5
-1391.5   -74.6
-1795.4   108.6
-2310.7   -58.4
-2553.5   146.0
-2553.5   146.0
-3097.6    12.9
-3184.4    24.1
-3186.3    11.3
-3131.6     2.0
-2739.6  -333.1
-2531.6  -409.1
-2348.7   -15.6
-2017.5   113.9
-1463.2   343.4
-1463.2   343.4
-1049.4    51.3
0.0     0.0
