Instance: STAP-IM_Num15_S50_D5_ID1
OFV: 248.3375651604812
RunTime: 74.40509152412415
GurobiRunTime: 4.972597360610962
Visiting sequence:
7   0
7   1
11   0
2   0
11   1
2   1
1   0
9   0
13   0
13   1
9   1
1   1
5   0
15   0
5   1
15   1
10   0
10   1
14   0
14   1
4   0
4   1
3   0
3   1
6   0
6   1
8   0
8   1
12   0
12   1
Traveling path:
0.0     0.0
351.9    15.7
880.8    33.0
1474.2    48.6
1784.0    60.6
2046.4    72.2
2383.0    85.0
2507.9    87.1
2950.4   105.3
3083.4    40.3
3083.4    40.3
2950.0   122.0
2521.7   123.8
2449.1   119.4
2233.5   120.7
1879.4   114.9
1635.6   110.6
1384.9   106.7
891.6    98.7
-0.8    77.4
-98.5    74.2
-1046.3    66.9
-1403.6    61.0
-1404.6    60.4
-1996.2    11.9
-2845.6   -55.4
-2845.6   -55.4
-1580.6     8.0
-1512.8    47.2
-1498.1    43.3
-969.2    26.0
0.0     0.0
