Instance: STAP-IM_Num15_S50_D20_ID7
OFV: 239.05700115287
RunTime: 258.8735699653625
GurobiRunTime: 9.041760206222534
Visiting sequence:
4   0
4   1
12   0
12   1
3   0
3   1
14   0
14   1
1   0
1   1
13   0
13   1
8   0
8   1
2   0
2   1
10   0
10   1
6   0
6   1
9   0
9   1
15   0
15   1
7   0
7   1
11   0
11   1
5   0
5   1
Traveling path:
0.0     0.0
696.6  -123.7
1263.7   -48.8
1263.8   -48.9
1248.8  -102.6
-50.8   132.6
-645.5   168.2
-1156.5   137.8
-1404.4  -175.5
-1404.4  -175.5
-1910.9    15.0
-2906.1   -72.0
-3474.8  -229.2
-3474.9  -229.2
-3540.6  -304.8
-3540.5  -304.8
-3642.3  -195.7
-3642.3  -195.8
-3600.7  -222.0
-3600.8  -222.0
-3547.9  -205.2
-3548.0  -205.2
-3499.7   -88.1
-3499.7   -88.1
-2940.5    -4.0
-2868.2     7.0
-2854.0   -20.7
-1827.2    64.9
-1229.5   114.9
-940.0   139.0
-350.4    89.6
0.0     0.0
