ServiceMode
STAP-IS

Traveler
Number  Xcoord  Ycoord  SpeedMax
      25           0.0         0.0           50

Customer
Index  Xcoord  Ycoord  NeighborhoodRadius  DemandTime
     1     -942.0    -288.0           300.0                           5.0
     2     -216.0    -963.0           300.0                           5.0
     3      181.0     837.0           300.0                           5.0
     4      988.0      38.0           300.0                           5.0
     5     -538.0     233.0           300.0                           5.0
     6      289.0     849.0           300.0                           5.0
     7      932.0     -97.0           300.0                           5.0
     8     -422.0    -296.0           300.0                           5.0
     9     -273.0     236.0           300.0                           5.0
    10      386.0    -108.0           300.0                           5.0
    11      674.0    -223.0           300.0                           5.0
    12      601.0    -671.0           300.0                           5.0
    13      466.0     237.0           300.0                           5.0
    14      397.0     701.0           300.0                           5.0
    15     -734.0     476.0           300.0                           5.0
    16      707.0    -292.0           300.0                           5.0
    17      592.0     478.0           300.0                           5.0
    18     -490.0    -143.0           300.0                           5.0
    19     -495.0    -580.0           300.0                           5.0
    20     -405.0    -556.0           300.0                           5.0
    21     -488.0    -481.0           300.0                           5.0
    22      385.0     804.0           300.0                           5.0
    23     -672.0     -10.0           300.0                           5.0
    24      -19.0     851.0           300.0                           5.0
    25     -552.0    -551.0           300.0                           5.0
