ServiceMode
STAP-CS

Traveler
Number  Xcoord  Ycoord  SpeedMax
      10           0.0         0.0           25

Customer
Index  Xcoord  Ycoord  NeighborhoodRadius  DemandTime
     1     -129.0    -686.0           300.0                          10.0
     2     -113.0     331.0           300.0                          10.0
     3      419.0     274.0           300.0                          10.0
     4     -302.0     441.0           300.0                          10.0
     5     -665.0    -165.0           300.0                          10.0
     6     -277.0    -643.0           300.0                          10.0
     7      396.0    -380.0           300.0                          10.0
     8     -183.0    -335.0           300.0                          10.0
     9     -652.0    -251.0           300.0                          10.0
    10      158.0     469.0           300.0                          10.0
