ServiceMode
STAP-CS

Traveler
Number  Xcoord  Ycoord  SpeedMax
      10           0.0         0.0           50

Customer
Index  Xcoord  Ycoord  NeighborhoodRadius  DemandTime
     1      924.0    -185.0           300.0                          10.0
     2     -923.0    -181.0           300.0                          10.0
     3      570.0      40.0           300.0                          10.0
     4     -578.0     407.0           300.0                          10.0
     5     -755.0     103.0           300.0                          10.0
     6     -752.0    -210.0           300.0                          10.0
     7     -208.0    -864.0           300.0                          10.0
     8     -729.0     365.0           300.0                          10.0
     9      605.0    -100.0           300.0                          10.0
    10      125.0     632.0           300.0                          10.0
