ServiceMode
STAP-CM

Traveler
Number  Xcoord  Ycoord  SpeedMax
      25           0.0         0.0           25

Customer
Index  Xcoord  Ycoord  NeighborhoodRadius  DemandTime
     1     -129.0    -686.0           300.0                           5.0
     2     -113.0     331.0           300.0                           5.0
     3      419.0     274.0           300.0                           5.0
     4     -302.0     441.0           300.0                           5.0
     5     -665.0    -165.0           300.0                           5.0
     6     -277.0    -643.0           300.0                           5.0
     7      396.0    -380.0           300.0                           5.0
     8     -183.0    -335.0           300.0                           5.0
     9     -652.0    -251.0           300.0                           5.0
    10      158.0     469.0           300.0                           5.0
    11      890.0    -179.0           300.0                           5.0
    12     -223.0    -589.0           300.0                           5.0
    13      744.0    -580.0           300.0                           5.0
    14      430.0     107.0           300.0                           5.0
    15      375.0    -361.0           300.0                           5.0
    16     -401.0     217.0           300.0                           5.0
    17     -960.0    -203.0           300.0                           5.0
    18     -341.0     782.0           300.0                           5.0
    19      431.0    -733.0           300.0                           5.0
    20        0.0    -372.0           300.0                           5.0
    21      -11.0    -995.0           300.0                           5.0
    22      148.0    -588.0           300.0                           5.0
    23     -437.0     148.0           300.0                           5.0
    24     -259.0     923.0           300.0                           5.0
    25      419.0     446.0           300.0                           5.0
